"external_gene_id"	"description"
"Gm16229"	"predicted gene 16229 [Source:MGI Symbol;Acc:MGI:3802021]"
"Gm15612"	"predicted gene 15612 [Source:MGI Symbol;Acc:MGI:3641714]"
"Rtl1"	"retrotransposon-like 1 [Source:MGI Symbol;Acc:MGI:2656842]"
"Igf2os"	"insulin-like growth factor 2, opposite strand [Source:MGI Symbol;Acc:MGI:1195257]"
"Snhg12"	"small nucleolar RNA host gene 12 [Source:MGI Symbol;Acc:MGI:1916721]"
"Gm11747"	"predicted gene 11747 [Source:MGI Symbol;Acc:MGI:3702093]"
"Nespos"	"neuroendocrine secretory protein opposite strand [Source:MGI Symbol;Acc:MGI:1861674]"
"Gm15816"	"predicted gene 15816 [Source:MGI Symbol;Acc:MGI:3802114]"
"Gm15222"	"predicted gene 15222 [Source:MGI Symbol;Acc:MGI:3705297]"
"2410006H16Rik"	"RIKEN cDNA 2410006H16 gene [Source:MGI Symbol;Acc:MGI:1916471]"
"Plcxd2"	"phosphatidylinositol-specific phospholipase C, X domain containing 2 [Source:MGI Symbol;Acc:MGI:3647874]"
"2610035D17Rik"	"RIKEN cDNA 2610035D17 gene [Source:MGI Symbol;Acc:MGI:1919636]"
"Gm11946"	"predicted gene 11946 [Source:MGI Symbol;Acc:MGI:3650071]"
"Gm15884"	"predicted gene 15884 [Source:MGI Symbol;Acc:MGI:3801897]"
"BC042782"	"cDNA sequence BC042782 [Source:MGI Symbol;Acc:MGI:2652837]"
"2410004N09Rik"	"RIKEN cDNA 2410004N09 gene [Source:MGI Symbol;Acc:MGI:1916999]"
"Gm11940"	"predicted gene 11940 [Source:MGI Symbol;Acc:MGI:3702271]"
"Gm16559"	"predicted gene 16559 [Source:MGI Symbol;Acc:MGI:4414979]"
"Gm16535"	"predicted gene 16535 [Source:MGI Symbol;Acc:MGI:4413444]"
"Hiat1"	"hippocampus abundant gene transcript 1 [Source:MGI Symbol;Acc:MGI:1201609]"
"Shprh"	"SNF2 histone linker PHD RING helicase [Source:MGI Symbol;Acc:MGI:1917581]"
"Kcne1l"	"potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene [Source:MGI Symbol;Acc:MGI:1913490]"
"Gm17017"	"predicted gene 17017 [Source:MGI Symbol;Acc:MGI:4820558]"
"Gm17296"	"predicted gene, 17296 [Source:MGI Symbol;Acc:MGI:4936930]"
"Rps27"	"ribosomal protein S27 [Source:MGI Symbol;Acc:MGI:1888676]"
"Rps13"	"ribosomal protein S13 [Source:MGI Symbol;Acc:MGI:1915302]"
"Hspa1b"	"heat shock protein 1B [Source:MGI Symbol;Acc:MGI:99517]"
"Synj2bp"	"synaptojanin 2 binding protein [Source:MGI Symbol;Acc:MGI:1344347]"
"Vgll3"	"vestigial like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1920819]"
"Hspa1a"	"heat shock protein 1A [Source:MGI Symbol;Acc:MGI:96244]"
"Myh15"	"myosin, heavy chain 15 [Source:MGI Symbol;Acc:MGI:3643515]"
"BC023719"	"cDNA sequence BC023719 [Source:MGI Symbol;Acc:MGI:3574836]"
"Gm4134"	"predicted gene 4134 [Source:MGI Symbol;Acc:MGI:3782310]"
"Gm20481"	"predicted gene 20481 [Source:MGI Symbol;Acc:MGI:5141946]"
"Gm20645"	"predicted gene 20645 [Source:MGI Symbol;Acc:MGI:5313092]"
"Rpl41"	"ribosomal protein L41 [Source:MGI Symbol;Acc:MGI:1915195]"
